,datetime,message,negativity,neutrality,positivity,compound,city,oblast
117,"11:58 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
118,"12:03 PM, 03 Jan 2023","⚡️ Since the beginning of September, law enforcement officers have found more than 900 bodies of civilians killed by Russians in Kharkiv region Among the dead are 25 children... ""Electric shock torture, broken fingers, inhuman conditions of detention - this is what the ""Russian world"" brought to our peaceful villages and cities. In total, since September 7, 920 bodies of citizens, including 25 children, have been found in the de-occupied territories of the Kharkiv region. We have preliminary identified 656 dead,"" said Volodymyr Tymoshko, Head of the Main Department of the National Police in Kharkiv region.",0.186,0.785,0.029,-0.9565,Kharkiv,Kharkiv
119,"12:05 PM, 03 Jan 2023",Drama Theatre,0.0,1.0,0.0,0.0,n/a,n/a
120,"12:08 PM, 03 Jan 2023","Kherson: SBU detains former head of ""Russian railway branch"", who helped to transfer Russian military echelons to Ukraine The offender was a former official of an intersectoral railway transport enterprise, who joined the local occupation administration during the seizure of the city. There she headed the ""industrial railway transport enterprise ""Kherson Railway"" created by the aggressor. In this ""position"", she helped the enemy to establish a railway connection with the Ukrainian city to meet the needs of the occupation groups on the southern front. https://t.me/operativnoZSU",0.088,0.89,0.023,-0.7003,n/a,n/a
121,"12:08 PM, 03 Jan 2023","The most pleasant gifts for our defenders 🤲🏼💙💛 They make you smile! Add strength! Encourage to accomplish! Inspire to Victory! OK ""South"" https://t.me/operativnoZSU",0.0,0.38,0.62,0.9735,n/a,n/a
122,"12:08 PM, 03 Jan 2023","💡New stabilization outage schedules are in effect in Kyiv region from today For the uniformity and sequence of power outages, consumers were divided into four groups, instead of two, as it was before. The new schedules consist of three categories: ➖White color on the graph: at this time the lights are scheduled to be turned on. ➖Grey color on the schedule: there will be no light during these hours. ➖Light gray color on the graph: blackouts are possible if the imbalance in the power system will increase. If your address is not on the list, please inform us via the website, Facebook page, or call center. https://t.me/operativnoZSU",0.02,0.939,0.042,0.34,Kyiv,Kyiv
123,"12:09 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
124,"12:09 PM, 03 Jan 2023","There is absolute confidence in our victory - these are the plans for 2023, - Malyar ""We have no confusion, we are absolutely confident now that we are fighting and moving towards our victory. We now know exactly our strength, that we can withstand everyday tests, some material things,"" said Deputy Defense Minister Hanna Malyar.",0.107,0.714,0.178,0.6801,n/a,n/a
125,"12:09 PM, 03 Jan 2023","They are hunting not for the enemy, but for the killers of civilians! With such a fighting spirit, the warriors of the separate artillery brigade named after General-Corporal Oleksii Almazov are defending Ukraine in the Kherson direction💪💪 ""Our main task today is counter-battery struggle. For us, this is not an enemy for a long time, these are killers who can only kill civilians, destroy cities and towns,"" says deputy commander Dzvonar. An iron brother, the American M777 howitzer, helps in this. It can make 5 shots per minute and hit a target at a distance of up to 40 kilometers. ""We are here to protect our future, our children, the lives of our relatives. We will liberate Kherson region, other Ukrainian territories, and then I will say this: Crimea - wait, we are coming to you!"" - the artillerist with the call sign ""Artist"" says. Victory is coming soon! #heroes",0.172,0.745,0.083,-0.9671,Kherson,Kherson
126,"12:09 PM, 03 Jan 2023","Another torture chamber of Russians discovered in Mykolaiv region A torture chamber was found in the village of Oleksandrivka, Mykolaiv region, liberated from Russian invaders. On the territory of one of the households of the village, representatives of the Russian Federation illegally detained and brutally tortured local residents who refused to cooperate with the enemy. According to the SBU, it was established that the Russian invaders tried to ""knock out"" the addresses of Ukrainian patriots from the citizens. In particular, the victims were strangled with plastic bags, beaten with heavy objects and used electric shockers.",0.294,0.706,0.0,-0.9867,Mykolaiv,Mykolaiv
127,"12:09 PM, 03 Jan 2023","In the morning Russians shelled Kurakhove in Donetsk region: one person was killed, two more wounded ""They hit a residential area. One shell hit directly into a high-rise building. Moreover, the water supply infrastructure facility was damaged and windows in buildings near the hit site were smashed,"" said Pavlo Kyrylenko, head of Donetsk Military Administration. He reminded that the entire Donetsk region is dangerous for civilians and called on everyone to evacuate.",0.135,0.865,0.0,-0.8885,Donetsk,Donetsk
128,"12:10 PM, 03 Jan 2023","In Poskot, not far from the Amazon, Odessa residents found a petal mine right on the road The bomb squad was summoned to the site of the ""find"" and successfully removed the petal. Send news 👉 @our_odessabot 👉",0.08,0.798,0.122,0.1779,n/a,n/a
129,"12:10 PM, 03 Jan 2023","Readers report that METRO stores in Odessa are ""mined"" Send news 👉 @our_odessabot 👉",0.0,1.0,0.0,0.0,n/a,n/a
130,"12:11 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
131,"12:11 PM, 03 Jan 2023",Trained to die in Ukraine 😈,0.494,0.506,0.0,-0.5994,n/a,n/a
132,"12:11 PM, 03 Jan 2023",Drone operator and arta working together🔥 Leave no chance for the Russians to survive,0.207,0.671,0.122,-0.1027,n/a,n/a
133,"12:12 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
134,"12:12 PM, 03 Jan 2023","Even after his dismissal from the post of NABU Director, Artem Sytnyk continues to influence the activities of the Bureau and the investigation of high-profile criminal proceedings He influences through his cronies: the Head of the Main Detective Unit of the NABU Andrii Kaluzhynskyi, the Deputy Head-Senior Detective of the NABU Oleh Borysenko, as well as through the Head of the SAPO Oleksandr Klymenko, who was a subordinate of Andrii Kaluzhynskyi for a long time. Fearing responsibility for his actions as Director of the NABU, ranging from ordered criminal proceedings to failed cases, Sytnyk instructed 18 NABU detectives close to him to take part in the competition for the position of the head of the agency, promising full support at all stages of the competition. To this end, Sytnyk and Kaluzhynskyi, through their close international organizations and ""anti-corruption activists,"" are putting pressure on the members of the competition commission to ensure that their protégés are included in the final list of three candidates to be recommended to the Cabinet of Ministers for appointment. Now Sytnyk is trying to put pressure even on the Prime Minister and his entourage to make the personnel decision he needs. After all, ""his"" NABU Director is a guarantee that Sytnyk will remain free. Meanwhile, Sytnyk himself is trying to get into the director's chair of another anti-corruption body - the NAPC. To do this, he even ordered a series of materials in the media to discredit the current head of the NACP Oleksandr Novikov. He provides journalists with dirt that he accumulated while heading the NABU. He also weaves intrigues and creates artificial conflicts between Novikov and the President's Office. 🇺🇦 Ukraine Now",0.077,0.852,0.071,-0.6124,n/a,n/a
135,"12:14 PM, 03 Jan 2023",#NovaKakhovka #NovaKakhovkafound UPD: #found Region: Kherson Settlement: Nova Kakhovka Varisov Ihor Ivanovych 08.01.1968,0.0,1.0,0.0,0.0,Kherson,Kherson
136,"12:16 PM, 03 Jan 2023","#know_us Volodymyr Havrysh, a ninth-grader of Nizhyn secondary school No. 15, will receive a scholarship from the President of Ukraine. 💙💛The girl received this award for winning the XXII Petro Yatsyk International Ukrainian Language Competition.",0.055,0.755,0.189,0.745,n/a,n/a
137,"12:19 PM, 03 Jan 2023","Former head of ""Russian railway branch"" detained in Kherson The offender was a former official of an inter-sectoral railway transport enterprise, who joined the local occupation administration during the seizure of the city. She headed the ""industrial railway transport enterprise ""Kherson Railway"" created by the aggressor. She facilitated the transportation of military equipment, weapons and ammunition from the territory of Russia to the temporarily occupied part of Kherson region. She also organized the looting of technological equipment of the rolling stock of the local enterprise of the Ukrainian railway for its transfer to the aggressor country.",0.114,0.867,0.019,-0.8271,Kherson,Kherson
138,"12:20 PM, 03 Jan 2023","The occupants shelled Kurakhove with artillery fire, one person was killed and two more were wounded, - the head of Donetsk military administration Pavlo Kyrylenko. The enemy hit a residential area: one shell directly hit a high-rise building. The water supply infrastructure facility was also damaged. Windows in the houses near the site were blown out. ""The entire Donetsk region is dangerous for civilians! Save your lives - evacuate!"", - called Kirilenko. 👉Subscribe to ZN.UA",0.202,0.76,0.038,-0.9298,Donetsk,Donetsk
139,"12:20 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
140,"12:21 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
141,"12:21 PM, 03 Jan 2023","The most expensive land in Ukraine now in Ivano-Frankovsk region, the price reaches 293 thousand hryvnia per hectare - Minagropolitiki On average, a hectare of agricultural land in Ukraine costs 52,462 hryvnia. From February 24 till today 41979 deals on the land market have been concluded. They cover an area of 77668 hectares. By the way, in 2021, the most expensive land was in Lviv region - 90 146 per hectare. And since the beginning of 2022 experts predicted a record price increase. Insider UA | Subscribe",0.0,0.958,0.042,0.3612,Lviv,Dnipro-petrovsk
142,"12:21 PM, 03 Jan 2023",The rf ministry of justice has reported,0.0,0.638,0.362,0.5267,n/a,n/a
143,"12:21 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
144,"12:22 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
145,"12:22 PM, 03 Jan 2023","Zelenskyy had a phone conversation with Dutch Prime Minister Mark Rutte He spoke about the risk of escalation at the front and potential challenges, as well as our defense needs for an adequate response. We are counting on concrete steps of partners to maximize the strengthening of Ukraine at the nearest ""Ramstein"". 🇺🇦 Ukraine Now",0.035,0.799,0.166,0.7096,n/a,n/a
146,"12:24 PM, 03 Jan 2023",#Bucha #BuchaFound UPD: #found Region: Kyiv Settlement: Bucha Gorda Sergey 21.09.1975,0.0,1.0,0.0,0.0,Kyiv,Kyiv
147,"12:28 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
148,"12:28 PM, 03 Jan 2023","A dormitory for 225 IDPs was repaired in Lviv Oblast In the dormitory of the Chervonohrad Mining and Economic College, 55 rooms for IDPs were renovated. The repairs were made within the framework of the Programme for the Implementation of Priority Infrastructure Projects in Lviv Oblast. For UAH 20 million, the roof was repaired, window blocks of the entire building were replaced, interior finishing works were carried out on three floors, door blocks and equipment were installed, water supply and sewage systems, electricity and heating were replaced, the entrance and hall were equipped. About 13 million hryvnias were allocated from the regional budget for this project, the rest is the funds of the Małopolskie Voivodeship of the Republic of Poland and the local budget. Part of the equipment and furniture for the rooms was provided by World Vision International, Sean Penn's CORE, the public initiative ""Let's Help Together"", the UN Refugee Agency in Ukraine, EPAM, Polish Hotel Holding. Another part will be delivered soon. Photo: Maksym Kozytskyi",0.022,0.95,0.028,0.2263,Lviv,Dnipro-petrovsk
149,"12:28 PM, 03 Jan 2023","+ 1 rescued dog 🐕One of the unlucky ones was this little dog from Odesa. The dog accidentally fell into a cesspool in the parking lot in the Suvorov district of the city. He could have suffocated or drowned there, but our guys promptly arrived at the scene and with the help of a rescue rope got the poor guy out of the pit. The rescued man was very scared, but most importantly - alive! https://t.me/operativnoZSU",0.133,0.644,0.223,0.8594,n/a,n/a
150,"12:28 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
151,"12:29 PM, 03 Jan 2023","⚡️ Former world boxing champion Lomachenko was included in the Register of traitors - CHESNO Movement ☝️ Former world champion in three divisions and Olympic boxing champion in 2008 and 2012 Vasyl Lomachenko is included in the Register of Traitors maintained by the CHESNO Movement. The reason for the inclusion of the boxer in the Register was his publication on Instagram of a video of a sermon by Metropolitan Longin, a bishop of the UOC of the Moscow Patriarchate. In his sermon, Longin says that ""the Ukrainian state has started a war against God, against the Lord's Church and against the Ukrainian people,"" which is one of the key narratives of Russian propaganda regarding a series of searches by the SBU in the premises of the Moscow Patriarchate. 🥊 In his post to the video, Lomachenko calls on subscribers to ""show how faithful they are to our heavenly Father and the Mother of our Church, whether we are truly Orthodox, and whether we truly believe in God, and how devoted we are to Him."" Knocked out adequacy",0.03,0.809,0.16,0.9761,n/a,n/a
152,"12:30 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
153,"12:30 PM, 03 Jan 2023","The Energoatom warns about new power outages - one of the NPP units is being taken out for scheduled repairs. ""In the near future, eight power units of nuclear power plants located in the government-controlled territory will operate in the power system of Ukraine. All six power units of the temporarily occupied Zaporizhzhya NPP are stopped, their inclusion is blocked by the invaders,"" the statement said. Scheduled overhaul of the power unit is carried out every four years: 🔹 reactor core is unloaded; 🔹 preventive maintenance of equipment is performed; 🔹 Spent nuclear fuel is removed and fresh fuel is loaded instead. 👉 Subscribe to ZN.UA",0.052,0.926,0.022,-0.2732,n/a,n/a
154,"12:34 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
155,"12:35 PM, 03 Jan 2023",❗️ Enemy aircraft activity along the eastern borders (8 fighters in Luhansk Region) No launches have been detected. Monitoring the situation UPD 13:39 - Let's go for a landing Send news 👉 @Kharkiv_Lifebot 👉,0.189,0.712,0.099,-0.3182,Luhansk,Luhansk
156,"12:35 PM, 03 Jan 2023","⚡️ An Alley of Heroes will be created in the Hero-City of Kharkiv - Terekhov According to the mayor, it will be located in the city center and design work has already started. He also noted that the first 2 names that will appear on the Alley of Heroes are Oleg Adamovsky and George Tarasenko. ▪️The lieutenant colonel, the Hero of Ukraine Oleg Adamovsky from the first hours of war defended Kharkov, on February 24 gave battle to the enemy, stopped him in vicinity of the city and, unfortunately, was lost on March 12. ▪️Heorhiy Tarasenko is also a Hero of Ukraine, the founder of the Freikor volunteer battalion, who gave his life in the battles for his native city on March 25. Send news 👉 @Kharkiv_Lifebot 👉",0.132,0.76,0.108,-0.34,Kharkiv,Kharkiv
157,"12:35 PM, 03 Jan 2023",Heavy fog with precipitation in the BPR Send news 👉 @Kharkiv_Lifebot 👉,0.0,1.0,0.0,0.0,n/a,n/a
158,"12:35 PM, 03 Jan 2023","🚨 AIR ALERT No flights from the territory of Belgorod were detected. The reason for the alarm is enemy aviation, and there is also a threat of missile launches in the Donetsk direction. Send news 👉 @Kharkiv_Lifebot 👉",0.265,0.668,0.068,-0.8209,Donetsk,Donetsk
159,"12:37 PM, 03 Jan 2023","The arena in Druzhkivka now looks like this from the inside. Ukrainian military personnel were stationed there. According to official information from Ukraine, two people were killed by the missile strike, but the casualties may be more serious. According to some sources, before the strike in Druzhkivka, AFU fighters were unloading weapons and military equipment delivered to the city. Also, several units of the Armed Forces of the Ukrainian Armed Forces were relocated to Druzhkivka from Dnipropetrovsk and Kharkiv oblasts.",0.207,0.774,0.019,-0.9476,Kharkiv,Kharkiv
160,"12:38 PM, 03 Jan 2023","In Lviv region, a 75-year-old father stabbed his son during a family quarrel In one of the villages of Stryi district of Lviv region, during a family quarrel, a 75-year-old man attacked his 47-year-old son with a knife. The latter died on the spot from his injuries. Criminal proceedings have been opened. The man faces up to 10 years in prison for the crime. 🇺🇦 Lviv 24/7",0.26,0.74,0.0,-0.9623,Lviv,Dnipro-petrovsk
161,"12:38 PM, 03 Jan 2023","Giorgi is originally from Georgia. In 2008 he already fought against Russia, which then captured about twenty percent of Georgian territory. Since 2016, he has been living permanently in our country, although he is still a citizen of Georgia. After the full-scale Russian invasion, Geohriy immediately went to the military commissariat and asked to join the Armed Forces of Ukraine, so now he is defending the Volyn direction as part of the terrorist defense. https://t.me/operativnoZSU",0.087,0.867,0.046,-0.6486,n/a,Volyn
162,"12:38 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
163,"12:39 PM, 03 Jan 2023","From January 1, 2023, the amount of the pension fee for the first car registration has increased in Ukraine. Car owners will pay a higher fee for state pension insurance at the first registration of passenger cars. When buying a car in a car dealership or when importing from abroad, Ukrainians must pay a pension tax. The fee is 2684 UAH - 203 UAH more than last year. If the cost of the car: 🔸 does not exceed or equal to UAH 442,860 - 3% is paid 🔸 does not exceed or equal to 778 360 - 4% is paid 🔸 more than 778 360 - 5% is paid 🇺🇦Real War",0.064,0.916,0.02,-0.5574,n/a,n/a
164,"12:39 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
165,"12:39 PM, 03 Jan 2023","SBU uncovers another place of torture in de-occupied part of Mykolaiv region According to law enforcers, the torture chamber was arranged on the territory of a seized private house in the occupied village of Oleksandrivka. Russian troops forcibly detained and brutally tortured local residents who refused to cooperate with the enemy. 🇺🇦Real War",0.386,0.614,0.0,-0.9812,Mykolaiv,Mykolaiv
166,"12:40 PM, 03 Jan 2023",⚡️The situation in Bakhmut today Yesterday there was a high intensity of artillery and aviation from both the occupiers and ours. Attacks were repulsed on all fronts.,0.203,0.797,0.0,-0.7269,Bakhmut,Donetsk
167,"12:40 PM, 03 Jan 2023","On his Facebook page, Kramatorsk Mayor Aleksandr Goncharenko spoke about the consequences of the nighttime missile attack ""Thirty-four private houses and eight multi-storey houses were damaged. A man was also wounded,"" Goncharenko wrote.",0.167,0.833,0.0,-0.7184,Kramatorsk,Donetsk
168,"12:40 PM, 03 Jan 2023","❗️Ukrainian air defense has shot down all 84 shahids for two days - that's 100% of launched UAVs, a record result This was reported by the speaker of the Air Force of Ukraine Ignat. ""We have never achieved such results before"".",0.0,0.925,0.075,0.25,n/a,n/a
169,"12:40 PM, 03 Jan 2023","💥The video of the strike on the Russian ammunition depot in Svatovo was released by the head of the Luhansk Regional State Administration, Sergey Gaidai Judging by the video, a drone did a good job here, dropping an ""explosive"" surprise.",0.036,0.843,0.12,0.5423,Luhansk,Luhansk
170,"12:40 PM, 03 Jan 2023","❗️A German journalist injured in Druzhkivka Bjorn Stritzel, a correspondent of the German publication BILD, was wounded by shrapnel. This was reported by the editor-in-chief of BILD Johannes Boyer in Twitter, and then by the journalist himself. He received a cut on his forehead from the glass while he was eating dinner. ""He is not in any danger (as far as possible), and the injury is not too serious. However, it is reminiscent of all the difficulties reporters in Ukraine go through to tell the truth,"" the report said.",0.103,0.854,0.042,-0.7005,n/a,n/a
171,"12:41 PM, 03 Jan 2023","❗️ Today's shelling of Kurakhovo resulted in the death of one person and two wounded, - head of the Donetsk Regional Administration Residential houses and water supply infrastructure were hit.",0.122,0.878,0.0,-0.5994,Donetsk,Donetsk
172,"12:41 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
173,"12:42 PM, 03 Jan 2023","New stabilization outage schedules come into effect in Kyiv region today ⚡️️ Previously, this principle was not applied in the region. How they will work - read in the official TG channel of DTEK. The information has already been published: https://t.me/dtek_ua",0.0,1.0,0.0,0.0,Kyiv,Kyiv
174,"12:42 PM, 03 Jan 2023","⚡️Details on the new schedule in the region There will be four groups, instead of two, as it was before. By analogy with Kyiv, the schedules will be divided into three categories White color on the schedule: at this time it is planned to turn on the light. Gray color on the schedule: there will be no light during these hours. Light gray color on the graph: possible blackouts if the imbalance in the power system will increase. As expected, DTEK's website is already down, but we will keep the link here, you can use it later 👉🏻 GRAPH send news to @novosti_kieva_bot 👉SUBSCRIBE",0.015,0.969,0.016,0.0129,n/a,n/a
175,"12:42 PM, 03 Jan 2023","The schedule has already started, for your convenience we have made a photo of it, find out your group or a group of your loved ones and save it 👉🏻 GRAPHIC send news to @novosti_kieva_bot 👉SUBSCRIBE",0.0,0.818,0.182,0.7964,n/a,n/a
176,"12:42 PM, 03 Jan 2023","❗️Dear friends, due to the constant attacks of the ""Shahids"", every time we announce an alarm in the south or east, we receive a lot of your messages like ""is there a threat to Kyiv"" We answer - the alarm in the east or south is declared in 80% of cases due to the activity of enemy aircraft (it is different) in the east or in the Crimea, the enemy trains several times a day, in this case the alarm in Kyiv is not declared, because the threat is not recorded Also, the alarm can come almost close to our region because of the threat of launching long-range MLRS (about 300 km) from the temporarily occupied territories, but it simply will not reach Kyiv, in this case, we also do not declare an alarm in the capital region. So, if there is a threat of missile or UAV launches, we will certainly inform you. So do not monitor the alert map and live in fear - this is exactly what the enemy wants We are with you ❤️️. By the way, we have channels where they write about the threat directly from the scene of events - Odesa, Mykolaiv, Kharkiv, Kherson, Sumy, Vinnytsia, Dnipro, Lviv (just click on your city if you feel more comfortable) send news to @novosti_kieva_bot 👉SUBSCRIBE",0.183,0.789,0.028,-0.987,Lviv,Dnipro-petrovsk
177,"12:42 PM, 03 Jan 2023","Video of the bombing of the occupants' BC depot in temporarily occupied Svatove, Luhansk Oblast 🇺🇦 Ukraine Now",0.0,1.0,0.0,0.0,Luhansk,Luhansk
178,"12:44 PM, 03 Jan 2023","❗️ In de-occupied Aleksandrovka, Mykolaiv region, the SBU found another torture chamber The ""object"" was set up on the territory of a seized private house in the occupied village. There the invaders ""beat out"" from people the data on local patriots, participants of the resistance movement and ATO. ""The victims were strangled with plastic bags, beaten with heavy objects and used a stun gun. During the inspection, law enforcement officers found the ""instrument"" of torture,"" the SBU reported send news @niko9_bot 👉SIGN UP NOW",0.162,0.838,0.0,-0.9313,Mykolaiv,Mykolaiv
179,"12:44 PM, 03 Jan 2023","❗️Dear friends, our military is currently undergoing training, do not be afraid Separately for Ochakiv - there is a threat of MLRS, be careful send news @niko9_bot 👉SUBSCRIBE",0.109,0.74,0.151,0.0772,n/a,n/a
180,"12:44 PM, 03 Jan 2023","As of this morning, all customers are receiving power, but the situation may change by mid-day, so keep your gadgets charged send the news to @niko9_bot 👉SIGN UP",0.075,0.925,0.0,-0.296,n/a,n/a
181,"12:44 PM, 03 Jan 2023",The Oblenergo said that the schedules will not be introduced if we do not exceed the limits Send news @niko9_bot 👉SIGN UP,0.0,1.0,0.0,0.0,n/a,n/a
182,"12:44 PM, 03 Jan 2023",A new fountain was opened without any festivities in Yuzhnoukrainsk Send news @niko9_bot 👉SUBSCRIBE,0.175,0.825,0.0,-0.3724,n/a,n/a
183,"12:44 PM, 03 Jan 2023","❗️If you hear explosions now, don't worry, they are planned Go about your business. Send news to @niko9_bot 👉",0.0,0.876,0.124,0.3412,n/a,n/a
184,"12:46 PM, 03 Jan 2023","Mykolaiv region: SBU uncovers torture chamber on the territory of private house In one of the houses of de-occupied Oleksandrivka, Russians detained and tortured local residents who refused to cooperate with them. Thus, the occupants tried to find out the addresses of resistance movement members. @strichka_ua - stay up to date",0.212,0.788,0.0,-0.9081,Mykolaiv,Mykolaiv
185,"12:47 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
186,"12:47 PM, 03 Jan 2023",The network assured that this was footage of an explosion in the Belgorod region.,0.0,0.839,0.161,0.3612,n/a,n/a
187,"12:48 PM, 03 Jan 2023","Kyiv returns to the stabilization schedule, - DTEK @antiitforce",0.0,1.0,0.0,0.0,Kyiv,Kyiv
188,"12:48 PM, 03 Jan 2023",Situation in Bakhmut as of today. @antiitforce,0.0,1.0,0.0,0.0,Bakhmut,Donetsk
189,"12:49 PM, 03 Jan 2023","Another wave of air alarms: Zaporizhzhia, Dnipro and Poltava regions! Everyone to the shelter! https://t.me/operativnoZSU",0.161,0.839,0.0,-0.3987,Poltava,Poltava
190,"12:49 PM, 03 Jan 2023","Another attack of the enemy's manpower on the positions of our defenders in Donetsk region was completely crushed by the artillery of the marines of the 36th separate brigade of marines named after Rear Admiral Mykhailo Bilinskyi. Skillful actions of aerial reconnaissance men, effective adjustment of fire and coherence of the calculation of the marines' self-propelled fighting vehicle forced the occupants to ""make a difficult decision"". As practice shows, the ""holy"" 120th is the best at sweeping the evil of the Russian world from the Ukrainian land. https://t.me/operativnoZSU",0.195,0.704,0.101,-0.8777,Donetsk,Donetsk
191,"12:51 PM, 03 Jan 2023","Russia keeps nuclear weapons carriers in occupied Crimea, - representative of the Defence Intelligence of Ukraine Andrii Cherniak. ""We are talking about ships, submarines, aircraft and ground systems that can strike with nuclear munitions. Potentially, Russia has such an opportunity,"" Chernyak said in a comment to Ukrinform. Ukrainian military intelligence monitors the movement of enemy nuclear weapons and knows where they are located. In particular, intelligence officers are aware of the works at the Feodosia-13 facility in Krasnokamianets (on photo), where the occupants plan to store nuclear munitions. **Earlier, the United States made it clear to the aggressor that any attempt to use nuclear weapons, even at the tactical level, will not remain unanswered and will have serious consequences. 👉 Subscribe to ZN.UA",0.12,0.765,0.115,0.0772,n/a,n/a
192,"12:54 PM, 03 Jan 2023","Kharkiv resident, who together with his daughter prepared encouraging postcards for Russian soldiers, was sent to prison The man, according to the court decision, worked as an art director of one of the TV channels. The media note that it is an employee of the TV channel ""Tonis-Center"", which works in the city under the brand of the Channel 7. The convict, as it turned out during the search, was keeping at home Soviet and anti-Ukrainian literature, as well as a book by the former fugitive president Viktor Yanukovych. In the period of April 12-16 last year, the man made and kept leaflets with the image of the Latin letter Z, banned in Ukraine, and St. George's ribbon with the image of 1945, 2022, which is 77 years. It turned out that he did it together with his daughter, who has been living in Moscow for 10 years and has a Russian passport. The father sent her layouts, which she printed out.",0.037,0.919,0.044,0.0258,Kharkiv,Kharkiv
193,"12:57 PM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
194,"12:57 PM, 03 Jan 2023","Kherson: SBU detains former head of ""Russian railway branch"", who helped to transfer Russian military echelons to Ukraine SBU exposed another enemy accomplice in the course of stabilization measures in liberated Kherson. The offender was a former official of an inter-sectoral railway transport enterprise, who joined the local occupation administration during the capture of the city. There she headed the ""industrial railway transport enterprise ""Kherson Railway"" created by the aggressor. In this ""position"", she helped the enemy to establish a railway connection with the Ukrainian city to meet the needs of the occupation groups on the southern front. First of all, the criminal facilitated the transportation of military equipment, weapons and ammunition from the territory of Russia to the temporarily occupied part of Kherson region. She also organized the looting of technological equipment of rolling stock of the local enterprise of the Ukrainian railway for its transfer to the aggressor country. In addition, she personally urged local residents to support the Russian invaders and join the ranks of the occupation institution. For this, she promised a loyal attitude from the racists and the payment of ""salaries"" in Russian rubles. After leaving the regional center, the SBU officers detained the offender and served her a notice of suspicion under Part 1 Art. 111-2 (aiding the aggressor state) of the Criminal Code of Ukraine. The custody was chosen as a measure of restraint. The investigative and operative actions were conducted by officers of the SBU Main Directorate for Counterintelligence Support of Critical Infrastructure and Countering the Financing of Terrorism and the SBU Main Investigation Department under the procedural supervision of the Prosecutor General's Office.",0.145,0.804,0.05,-0.9796,Kherson,Kherson
195,"12:58 PM, 03 Jan 2023",The ice arena in Druzhkivka is like this inside after the shelling.,0.0,0.815,0.185,0.3612,n/a,n/a
196,"12:58 PM, 03 Jan 2023",A captured M113 armored personnel carrier of Ukrainian troops somewhere at the front. It looks like it was delivered from Germany.,0.0,0.884,0.116,0.3612,n/a,n/a
197,"12:59 PM, 03 Jan 2023","In Russia, a fire broke out in Novy Oskol (Belgorod region). According to local residents, at a military facility. Eyewitnesses reported hearing the sounds of explosions. At the same time, the head of the administration Andriy Gridnev said that due to careless handling of fire, a temporary building caught fire. According to the official, there are no victims, but it is burning heavily https://t.me/operativnoZSU",0.182,0.818,0.0,-0.7906,n/a,n/a
198,"12:59 PM, 03 Jan 2023","Dnipropetrovsk region: explosions are heard, probably our air defense is working We believe in the Armed Forces and are waiting for official information https://t.me/operativnoZSU",0.0,0.939,0.061,0.128,n/a,n/a
199,"01:04 PM, 03 Jan 2023","🚨 AIR ALERT 3 times in an hour, same reasons Send news 👉 @Kharkiv_Lifebot 👉",0.0,0.773,0.227,0.4466,n/a,n/a
200,"01:04 PM, 03 Jan 2023","Reportedly hit a military facility in the BPR But local authorities are reassuring and say a fire in a ""non-residential"" room due to careless ""careless handling of fire."" Send news 👉 @Kharkiv_Lifebot 👉",0.258,0.646,0.096,-0.7227,n/a,n/a
201,"01:06 PM, 03 Jan 2023","#Bahmut #BahmutSearch Region: Donetsk Settlement: Bakhmut Nikolaeva Svetlana Vyacheslavivna 12.04.1971 -- If you have information about the whereabouts of this person, please contact poshuk.war@gmail.com",0.0,0.909,0.091,0.3182,Bakhmut,Donetsk
202,"01:07 PM, 03 Jan 2023","In San Francisco, storms caused flooding. Heavy rains flooded streets in the city.",0.0,1.0,0.0,0.0,n/a,n/a
203,"01:10 PM, 03 Jan 2023","Rescuers met another evacuation train from Kherson Today, rescuers met Kherson residents who came to Khmelnytskyi region. SES specialists helped to carry things, transported people with limited mobility to buses, and SES psychologists provided support to everyone who needed it. https://t.me/operativnoZSU",0.044,0.894,0.062,0.2023,Khmelnytskyi,Khmelnytski
