,datetime,message,negativity,neutrality,positivity,compound,city,oblast
82,"05:45 PM, 01 Jan 2023","🔥 On New Year's Eve, occupied Pervomaisk in Luhansk Region was visited by HIMARS Four medical workers - wounded, 70 ""Wagnerians"" were killed.",0.184,0.816,0.0,-0.6705,Luhansk,Luhansk
83,"05:45 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
84,"05:46 PM, 01 Jan 2023",0:28,0.0,1.0,0.0,0.0,n/a,n/a
85,"05:50 PM, 01 Jan 2023","🤡 The Russian Ministry of Defense said that they shelled a hotel in Kyiv because of the production of drones there ""The Ministry of Defense of the Russian Federation said that it hit Kyiv with missiles because it saw in different areas the production and storage of attack drones that could be used against objects on the territory of Russia,"" the Russian Defense Ministry said in a statement. Just no words 🤬 send news @novosti_kieva_bot 👉SUBSCRIBE",0.069,0.872,0.059,-0.4215,Kyiv,Kyiv
86,"05:51 PM, 01 Jan 2023","Traditional evening address of Volodymyr Zelenskyy in the New Year: New year, new day, new results. 45 Shaheds were shot down on the first night of the year. Thanks to our Air Force - pilots and anti-aircraft gunners: 33 ""Shaheds"" on their account. Thanks to the air defense of our Ground Forces - for another 12 downed Iranian drones. Well done, guys! Russian terrorists have remained as pathetic as they were this year. Our sense of unity, authenticity, life itself - all this contrasts with the fear that prevails in Russia. They are afraid. You can feel it. And they are right to be afraid. Because they are losing. Drones, missiles, everything else will not help them. Because we're together. And they are only together with fear. It is very important how all Ukrainians fueled their inner energy this New Year's Eve. How we thanked our soldiers. How we thanked our loved ones. And as millions of times throughout Ukraine, throughout the free world, our wish - the wish of victory - has sounded and still sounds. We will do everything to make it so! Glory to all our warriors! Glory to each and everyone who works for the victory of Ukraine! Glory to Ukraine! 🇺🇦 Ukraine Now",0.077,0.735,0.188,0.979,n/a,n/a
87,"05:51 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
88,"05:53 PM, 01 Jan 2023",NASAMS air defense systems were delivered to Kyiv 🇺🇦 NASAMS air defense systems transferred by allies were deployed to protect Kyiv Kyiv City Military Administration also showed parts from AIM-120 missiles that were used with #NASAMS to defend Kyiv on New Year's Eve https://mil.in.ua/uk/news/na-zahyst-kyyeva-postavyly-zrk-nasams/ #Ukraine #Ukraine @milinua,0.0,0.887,0.113,0.5574,Kyiv,Kyiv
89,"05:53 PM, 01 Jan 2023",🇩🇪🇺🇦 German KMW has started production of RCH 155 for Ukraine The company's advisor also spoke about some unique features of the installation https://mil.in.ua/uk/news/rozpochalosya-vyrobnytstvo-sau-rch-155-dlya-ukrayiny/ #Ukraine #Ukraine @milinua,0.0,1.0,0.0,0.0,n/a,n/a
90,"06:02 PM, 01 Jan 2023","""45 Shaheds were shot down on the first night of the year. I thank our Air Force - pilots and anti-aircraft gunners: 33 Shaheds on their account. I thank the air defense of our Ground Forces for another 12 downed Iranian drones,"" Zelenskyy said during his evening address. 🇺🇦Real War",0.073,0.805,0.122,0.1531,n/a,n/a
91,"06:02 PM, 01 Jan 2023","In Novosibirsk, Russia, a man launched fireworks into an apartment building, burning four balconies 🇺🇦Real War",0.212,0.707,0.082,-0.5267,n/a,n/a
92,"06:02 PM, 01 Jan 2023","Podolyak: 2023 will be the year of finalization of the fate of the Russian Federation He noted that mobilization in Russia will continue this year, but it will not save it. ""We see how the war is going on, we calculate the mathematics of this war, we see the psychological state of both Ukraine and Russia. Of course, the Russian Federation will continue mobilization, because they have no other resources. Yes, there is a certain number of missiles. But what they have today is not enough to significantly change the positions at the front,"" he said. 🇺🇦Real War",0.187,0.748,0.064,-0.9561,n/a,n/a
93,"06:02 PM, 01 Jan 2023","Pashka Mercedes is somehow sad - he says he is ""not allowed to enter the Lavra for some reason"" 🤡 And this is just the beginning of the ""persecution"" for the henchmen of the ROC sect. 🇺🇦Real War",0.171,0.829,0.0,-0.7906,n/a,n/a
94,"06:08 PM, 01 Jan 2023","❗️Vitaly Klitschko welcomed the New Year in Bakhmut together with the military Kyiv's mayor came to Bakhmut at the invitation of the Fourth Brigade of the National Guard, the Svoboda battalion.",0.0,0.926,0.074,0.34,Bakhmut,Donetsk
95,"06:08 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
96,"06:09 PM, 01 Jan 2023","#HURVITATES Greetings of the Chief of the Defence Intelligence of Ukraine on the occasion of New Year and Christmas Dear colleagues! Sworn brothers! I sincerely congratulate you on New Year and Merry Christmas! These winter holidays are full of family warmth and comfort. They unite us all and warm our hearts with special spiritual joy. Unfortunately, today we have to meet them on combat posts, in trenches, dugouts, in the enemy's rear. Despite massive missile attacks, enemy shelling and energy terror, we are confident in the future. Thanks to the skill, strength, resilience and courage of our fighters on the battlefield, unwavering support of our partners and diplomacy, we will stand and defend our state, regain and return all our territories! I wish you and your families good health, happiness, prosperity and new achievements and victories in the name of our native independent Ukraine. Merry New Year and Merry Christmas! Chief of the Defence Intelligence of Ukraine of the Defence Ministry of Ukraine Major General Kyrylo BUDANOV",0.069,0.58,0.351,0.9957,n/a,n/a
97,"06:11 PM, 01 Jan 2023","""New year, new day, new results. 45 Shaheds were shot down on the first night of the year. Thanks to our Air Force - pilots and anti-aircraft gunners: 33 ""Shaheds"" on their account. Thanks to the air defense of our Ground Forces - for another 12 downed Iranian drones. Well done, guys! Russian terrorists were as pathetic as they were this year. Our defenders were good, and on January 1, they showed themselves very well. You know, these days it was clearly seen how far we have moved away - mentally, just as a human being - from what Russia is ""boiling"". Our sense of unity, authenticity, life itself - all this contrasts with the fear that prevails in Russia. They are afraid. You can feel it. And they are right to be afraid. Because they're losing. Drones, missiles, everything else will not help them. Because we're together. And they are only together with fear. And they will not take another year from Ukraine."" Address of Volodymyr Zelenskyy at the end of the 312th day of the war.",0.117,0.789,0.094,-0.8204,n/a,n/a
98,"06:11 PM, 01 Jan 2023","⚡️ The main thing from the President's address 45 Shaheds were shot down on the first night of the year. Thanks to our Air Force - pilots, anti-aircraft gunners. 33 ""Shaheds"" on their account. Thanks to the air defense of our Ground Forces for another 12 downed Iranian drones. ➡️ Russian terrorists were as pathetic as they were this year. Our defenders were good, and on January 1 they showed themselves very well. ➡️ These days it was visible as much as possible how far we have moved away, mentally, just humanly from what Russia. Our sense of unity, authenticity, life itself - all this contrasts so much with the fear that prevails in Russia. ➡️ They are afraid. You can feel it. And they are right to be afraid. Because they are losing. Drones, missiles, everything else will not help them. Because we are together. And they are only together with fear. ➡️ And they will not take away a single year from Ukraine, they will not take away our independence. We will not give them anything. ➡️ I thank everyone who is fighting the enemy at the front every day and every night! We respond to every Russian strike on Kherson, Nikopol, Kharkiv region, all our cities and communities. It is very noticeable for them. ➡️ I thank all our power engineers, utilities for a stable energy supply and a minimum of outages - taking into account all the existing circumstances. Wherever transmission lines and other energy facilities are damaged by shelling, restoration continues around the clock. Today - also. ➡️ And it is very important how all Ukrainians recharged their inner energy this New Year's Eve. And how we thanked our soldiers. How we thanked our loved ones. As millions of times throughout Ukraine, throughout the free world, our wish has sounded and still sounds with you - the wish for victory. Glory to Ukraine! 🇺🇦🇺🇦🇺🇦",0.082,0.773,0.145,0.9553,Kharkiv,Kharkiv
99,"06:11 PM, 01 Jan 2023","The body of Pope Benedict XVI is now in the monastery ""Mother of the Church"" in the Vatican. From 9 a.m. on Monday to Thursday morning it will be available for viewing in St. Peter's Basilica. @babel",0.0,1.0,0.0,0.0,n/a,n/a
100,"06:11 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
101,"06:13 PM, 01 Jan 2023","Our colleague, the administrator of the Ukrainian Militant channel, drew attention to new videos with a ""full house"" at the Wagner's ORchestra. In the previous post, we talked about the escaped convicts from the ORKestr, who are wanted in Rostov region. And this video shows ORKestrants who did not have enough brains to escape from the frontline, because, as Yevhen Prygozhyn says: ""their contract is over"". All the ORKestrants are packed and ready to be shipped to the ORKestrova pit. @informnapalm",0.0,0.949,0.051,0.4939,n/a,n/a
102,"06:13 PM, 01 Jan 2023",Forwarded from UKRAINIAN MILITANT,0.0,1.0,0.0,0.0,n/a,n/a
103,"06:13 PM, 01 Jan 2023","According to the regional media, six particularly dangerous fugitives, former prisoners, who were in the training center of PMC ""Wagner"" in Krasnodon district of Luhansk region, but on the eve of the New Year escaped back to the territory of Russia to Rostov region and now they are wanted in the border areas, are wanted in Rostov region. It is indicated that 3 fugitives are citizens of Uzbekistan and one citizen of Russia, Belarus and Kyrgyzstan. With such international composition, they united in a criminal group, decided that robbing unarmed Russians in the rear is much easier than attacking the positions of Ukrainian troops. Yevhen Prygozhyn has already commented that in addition to the Russian police, the ""Wagner PMC security service"" (who travel everywhere with sledgehammers) is also looking for the fugitives. In general, the situation is quite predictable and escapes of prisoners, who were recruited in colonies throughout Russia, happen quite regularly. @informnapalm",0.101,0.826,0.073,-0.6957,Luhansk,Luhansk
104,"06:16 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
105,"06:16 PM, 01 Jan 2023","In Makiyivka, as a result of the destruction of the base, a lot of minced meat was made with Muscovites, - local groups report. The occupants are trying to hide the losses. https://t.me/operativnoZSU",0.231,0.769,0.0,-0.7964,n/a,n/a
106,"06:16 PM, 01 Jan 2023","""New year, new day, new results. 45 Shaheds were shot down on the first night of the year. Thanks to our Air Force - pilots and anti-aircraft gunners: 33 ""Shaheds"" on their account. Thanks to the air defense of our Ground Forces - for another 12 downed Iranian drones. Well done, guys! Russian terrorists were as pathetic as they were this year. Our defenders were good, and on January 1, they showed themselves very well. You know, these days it was clearly seen how far we have moved away - mentally, just as a human being - from what Russia is ""boiling"". Our sense of unity, authenticity, life itself - all this contrasts with the fear that prevails in Russia. They are afraid. You can feel it. And they are right to be afraid. Because they're losing. Drones, missiles, everything else will not help them. Because we're together. And they are only together with fear. And they will not take another year from Ukraine."" Address of Volodymyr Zelenskyy at the end of the 312th day of the war.",0.117,0.789,0.094,-0.8204,n/a,n/a
107,"06:16 PM, 01 Jan 2023",Soldiers of the 58th Brigade showed the equipment of the occupiers they unwound 🔥🔥🔥 https://t.me/operativnoZSU,0.0,1.0,0.0,0.0,n/a,n/a
108,"06:16 PM, 01 Jan 2023",▪️1️⃣0️⃣6️⃣7️⃣2️⃣0️⃣ people - approximate losses of Russian invaders ▪️Our aviation carried out 1️⃣3️⃣ strikes on enemy concentration areas 🎞 More - in chronicle 3️⃣1️⃣2️⃣ of the Great Liberation War. https://t.me/operativnoZSU,0.326,0.568,0.106,-0.8176,n/a,n/a
109,"06:16 PM, 01 Jan 2023","⚡️ The main thing from the President's address 45 Shaheds were shot down on the first night of the year. Thanks to our Air Force - pilots, anti-aircraft gunners. 33 ""Shaheds"" on their account. Thanks to the air defense of our Ground Forces for another 12 downed Iranian drones. ➡️ Russian terrorists were as pathetic as they were this year. Our defenders were good, and on January 1 they showed themselves very well. ➡️ These days it was visible as much as possible how far we have moved away, mentally, just humanly from what Russia. Our sense of unity, authenticity, life itself - all this contrasts so much with the fear that prevails in Russia. ➡️ They are afraid. You can feel it. And they are right to be afraid. Because they are losing. Drones, missiles, everything else will not help them. Because we are together. And they are only together with fear. ➡️ And they will not take away a single year from Ukraine, they will not take away our independence. We will not give them anything. ➡️ I thank everyone who is fighting the enemy at the front every day and every night! We respond to every Russian strike on Kherson, Nikopol, Kharkiv region, all our cities and communities. It is very noticeable for them. ➡️ I thank all our power engineers, utilities for a stable energy supply and a minimum of outages - taking into account all the existing circumstances. Wherever transmission lines and other energy facilities are damaged by shelling, restoration continues around the clock. Today - also. ➡️ And it is very important how all Ukrainians fueled their inner energy this New Year's Eve. And how we thanked our soldiers. How we thanked our loved ones. As millions of times throughout Ukraine, throughout the free world, our wish has sounded and still sounds with you - the wish for victory. Glory to Ukraine! 🇺🇦🇺🇦🇺🇦",0.082,0.773,0.145,0.9553,Kharkiv,Kharkiv
110,"06:16 PM, 01 Jan 2023","📢 Over the year, the air raid alarm was sounded more than 14,800 times in Ukraine Donetsk, Luhansk, Zaporizhzhia and Sumy regions were in the first place by the number of air raids, Central Ukraine - in the second place, Western Ukraine - in the third place.",0.053,0.919,0.028,-0.2732,Sumy,Sumy
111,"06:20 PM, 01 Jan 2023","Over the New Year's day, rescuers eliminated 155 fires Ukrainian firefighters eliminated 155 fires over the New Year's Day, 60% of which occurred in the residential sector, - the State Emergencies Service reported. The main causes of fire, as noted by the rescuers themselves, is careless handling of fire. Four people died in the New Year's fires, six were injured and burned. Cases of deaths were recorded in Mykolaiv, Dnipropetrovsk, Zhytomyr and Chernivtsi regions.",0.167,0.833,0.0,-0.9118,Chernivtsi,Chernivtsi
112,"06:23 PM, 01 Jan 2023","In case of an air raid, we all go to the shelters There is a threat of a suicide attack in the near future. It is reported that launches have already been made. Send the news to @our_odessabot 👉🏻",0.244,0.756,0.0,-0.9001,n/a,n/a
113,"06:23 PM, 01 Jan 2023","In some areas of Odessa and the region heard an explosion We specify the information UPD preliminary, mine detonation Send news to @our_odessabot 👉🏻",0.0,1.0,0.0,0.0,n/a,n/a
114,"06:23 PM, 01 Jan 2023",The OBA confirmed that an anti-ship enemy mine was controlledly defused by detonation on the coast Send the news to @our_odessabot 👉🏻,0.143,0.857,0.0,-0.5423,n/a,n/a
115,"06:23 PM, 01 Jan 2023",🚋 Tomorrow the streetcars and trolley buses in Odessa resume their work Send news to @our_odessabot 👉🏻,0.0,1.0,0.0,0.0,n/a,n/a
116,"06:23 PM, 01 Jan 2023",What a mesmerizing sunset today in our Odessa 😍 Send news to @our_odessabot 👉🏻,0.0,1.0,0.0,0.0,n/a,n/a
117,"06:23 PM, 01 Jan 2023","Ports of Odesa region received generators from the American Fund Ukrainian port workers received 12 generators of high power. ""This donation will help to ensure the continuation of exports of Ukrainian agricultural products in the conditions of war, helping to minimize the impact of the conflict on global food security,"" said Oleksiy Vostrikov, head of the state-owned enterprise. Send news @our_odessabot 👉",0.089,0.803,0.108,0.0772,Odesa,Odesa
118,"06:23 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
119,"06:23 PM, 01 Jan 2023","In Mykolaiv region, a woman gave birth on New Year's Eve in an ambulance, which was stuck in the mud This was told by the head of the Mykolaiv Regional Hospital Vitaly Kim. In the evening of December 31 a resident of the village Buzhskoe in Mykolayiv region went into labor and urgently called an ambulance to go to the hospital. On the way, the ambulance got stuck in the mud and had to call the State Emergency Service. Because the labor began quickly, a midwife from Novaya Odesa was connected right on the spot by Skype. Around 00 o'clock a girl was born! A real New Year's miracle! 🇺🇦 Ukraine Now",0.063,0.904,0.033,-0.3365,Odesa,Odesa
120,"06:24 PM, 01 Jan 2023","#GURinforms ‼️ Russia began to change the tactics of shelling Ukraine This was stated by Vadym Skibitskyi, representative of the Defence Intelligence of Ukraine, during a nationwide telethon: ▫️ ""We see the impact of economic sanctions on the Russian Federation. They are trying to circumvent sanctions, to import components, but it is not so easy to do"". ▫️ The Russians are now in short supply of Iskander ballistic missiles, the stocks of Kalibr are approaching the end, the number of air-launched cruise missiles X-101, X-555 is decreasing. Russia is capable of a maximum of 2-3 powerful strikes with high-precision weapons. Despite the decrease in volumes, missile production in Russia does not stop: ""We are now finding fragments of missiles made in the fourth quarter of 2022. This means that they are produced and immediately provided to the troops to shell our targets,"" Skibitsky said. The enemy has begun to combine and change tactics, using Iranian UAVs, old-type missiles, high-precision ballistic missiles and modified S-300 missiles in various configurations. The enemy also began to experience a shortage of MLRS: ""If we are talking about land, it is first of all MLRS ""Smerch"", ""Uragan"" and even artillery shells of 122 mm, 152 mm caliber. The Defence Intelligence of Ukraine constantly records the activities of Russia to replenish these ammunition from other countries. They brought a large amount of it from Belarus and are actively working with other countries to find stocks,"" said Skibitskyi. The Defence Intelligence of Ukraine is also working to obtain information from Russia in order to timely expose the enemy's plans, to warn our state and military leadership so that our response is adequate. DIU in other social networks: 🔹Facebook 🔹YouTube 🔹Viber 🔹Instagram 🔹Twitter 🔹TikTok",0.083,0.82,0.097,0.0745,n/a,n/a
121,"06:25 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
122,"06:25 PM, 01 Jan 2023","""They're afraid, you can feel it. And rightly so, because they will lose the war. Drones, missiles, they won't help them, because we are together, and they are only together with fear,"" Zelensky in an evening address The President also thanked the power engineers and communal workers, who promptly restore the work of the damaged objects of the energy infrastructure. And provide light in the homes of Ukrainians. Insider UA | Subscribe",0.142,0.771,0.087,-0.6765,n/a,n/a
123,"06:29 PM, 01 Jan 2023","#GURinforms ‼️ Russia began to change the tactics of shelling Ukraine This was stated by Vadym Skibitskyi, representative of the Defence Intelligence of Ukraine, during a nationwide telethon: ▫️ ""We see the impact of economic sanctions on the Russian Federation. They are trying to circumvent sanctions, to import components, but it is not so easy to do"". ▫️ The Russians are now in short supply of Iskander ballistic missiles, the stocks of Kalibr are approaching the end, the number of air-launched cruise missiles X-101, X-555 is decreasing. Russia is capable of a maximum of 2-3 powerful strikes with high-precision weapons. Despite the decrease in volumes, missile production in Russia does not stop: ""We are now finding fragments of missiles made in the fourth quarter of 2022. This means that they are produced and immediately provided to the troops to shell our targets,"" Skibitsky said. The enemy has begun to combine and change tactics, using Iranian UAVs, old-type missiles, high-precision ballistic missiles and modified S-300 missiles in various configurations. The enemy also began to experience a shortage of MLRS: ""If we are talking about land, it is primarily MLRS ""Smerch"", ""Uragan"" and even artillery shells of 122 mm and 152 mm caliber. The Defence Intelligence of Ukraine constantly records the activities of Russia to replenish these ammunition from other countries. They brought a large amount of it from Belarus and are actively working with other countries to find stocks,"" said Skibitskyi. The Defence Intelligence of Ukraine is also working to obtain information from Russia in order to timely expose the enemy's plans, to warn our state and military leadership so that our response is adequate. DIU in other social networks: 🔹Facebook 🔹YouTube 🔹Viber 🔹Instagram 🔹Twitter 🔹TikTok",0.084,0.819,0.097,0.0745,n/a,n/a
124,"06:29 PM, 01 Jan 2023","#Bahmut #BahmutSearch Region: Donetsk Settlement: Bakhmut Deryugina Olga Ivanovna 18.04.1980 -- If you have any information about the whereabouts of this person, please contact poshuk.war@gmail.com",0.0,0.913,0.087,0.3182,Bakhmut,Donetsk
125,"06:29 PM, 01 Jan 2023","#Bahmut #BahmutSearch Region: Donetsk Settlement: Bakhmut Borisova Olga Ivanovna 18.04.1980 Requisites: Per. cooperative City of last residence: Bakhmut -- If you have information about the whereabouts of this person, please contact: poshuk.war@gmail.com",0.0,0.931,0.069,0.3182,Bakhmut,Donetsk
126,"06:30 PM, 01 Jan 2023","🇵🇱 Another passport service was opened for Ukrainians in Gdansk Another stationary service center for Ukrainian citizens ""Passport Service"" has opened in the Polish city of Gdansk, the Ministry of Internal Affairs reported. 🪪 Reception of applications for passport documents is possible both by appointment and in the order of ""live queue"". Payment is made directly on the spot - using the online payment service. To do this, you only need to have a smartphone and bank card details. The following services are available for Ukrainians in the new center: ▪️Simultaneous issuance of a passport and ID-card; ▪️Registration of a foreign passport; ▪️Registration of an ID-card; ▪️Exchange of driver's license; ▪️Insurance. 📍The centre is located at: Gdańsk, Aleja Grunwaldzka 415, 80-309 Opening hours from Monday to Saturday from 9 to 18. 👉 It is also planned to open similar document processing centers in Germany, Spain, Czech Republic, Slovakia and Turkey.",0.0,1.0,0.0,0.0,n/a,n/a
127,"06:31 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
128,"06:31 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
129,"06:33 PM, 01 Jan 2023","Eugene Prigozhin 🐔 continues the hit parade of cringe videos. It turns out that the Russians were frightened for a very long time by ""detachments of niggers from NATO"", but the ""detachments"" came from where they did not expect. Judging by Prigozhin's coquetry and loving look, he did not just pull out of prison this tanned ""Muscovite"", who knows how to say compliments in French, but will not confess under what article he was in prison in Russia.",0.12,0.782,0.098,-0.2382,n/a,n/a
130,"06:33 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
131,"06:33 PM, 01 Jan 2023","While the whole world celebrates the New Year, Ukraine also celebrates Stepan Bandera's birthday. ❤️ On January 1, the most terrible, according to Russian propaganda, Ukrainian in the world was born. Stepan Bandera is a Ukrainian politician, revolutionary, one of the radical and leading ideologists, practitioners and theorists of the Ukrainian nationalist movement. Bandera's figure has become a real symbol of struggle for Ukrainians, his actions - an example, his ideas - a slogan, his name - a talisman against the Russian invasion. 🎉 Happy Birthday, father! 👀 And what nonsense about Bandera was invented by Russian propaganda - in our material: https://www.chesno.org/post/5152/",0.117,0.781,0.102,0.2498,n/a,n/a
132,"06:34 PM, 01 Jan 2023","Forwarded from SOCIAL NEWS NATO Secretary General Stoltenberg urged Western countries to be ready for long-term support of Ukraine in the war, as Russia is not going to stop and may even prepare for a new offensive.",0.153,0.689,0.158,-0.2052,n/a,n/a
133,"06:34 PM, 01 Jan 2023","The 114th anniversary of Stepan Bandera's birthday was celebrated in Lviv. The celebrations were held near the monument to the head of the OUN leadership on Kropyvnytskoho Square. Officials, politicians, clergy, scouts, war veterans and UPA laid flowers at the monument and prayed for Ukraine. 👉 Subscribe to ZN.UA",0.073,0.858,0.069,-0.0516,n/a,n/a
134,"06:34 PM, 01 Jan 2023","On the first night of the new year, 45 Iranian drones were shot down over Ukraine, President of Ukraine Volodymyr Zelenskyy said in an evening video address. ""45 Shaheds were shot down on the first night of the year. I thank our Air Force - pilots and anti-aircraft gunners: 33 Shaheds are on their account. Thanks to the air defense of our Ground Forces - for another 12 downed Iranian drones. Well done, guys!"" the President emphasized. 👉 Subscribe to ZN.UA",0.0,0.887,0.113,0.807,n/a,n/a
135,"06:35 PM, 01 Jan 2023","Sea mine was successfully eliminated in Odesa region, which was washed up on the coast Defence forces discovered another anti-ship mine, which was washed up on the coast of Odesa region. The mine was promptly eliminated by a unit of the Navy of the Armed Forces of Ukraine. https://t.me/operativnoZSU",0.0,0.909,0.091,0.5574,Odesa,Odesa
136,"06:36 PM, 01 Jan 2023","On the birthday of Stepan Bandera Poroshenko and Kherson residents sing ""Batko our Bandera"" It's already time for Russians to learn the words of the song and the right answer to the greeting ""Glory to Ukraine"" https://fb.watch/hNl2Y0Khfl/ UA Insider | Subscribe",0.0,0.862,0.138,0.7269,Kherson,Kherson
137,"06:43 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
138,"06:43 PM, 01 Jan 2023",Classic Russian news 😂 And then the idea has already been developed on the web. 🇺🇦 Ukraine Now,0.0,1.0,0.0,0.0,n/a,n/a
139,"06:44 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
140,"06:44 PM, 01 Jan 2023","The inauguration of the new President Luiz Inacio Lula da Silva is taking place in Brazil. In the second round, he defeated his predecessor Jair Bolsonaro and received 50.9% of the vote. Bolsonaro did not accept the defeat and tried to appeal in court, his supporters also took to the streets of Brazilian cities. Before the inauguration, da Silva met with Vice Prime Minister of Ukraine Yulia Svyrydenko and Speaker of the Federation Council of Russia Valentina Matvienko. According to the representative of the Russian Federation, da Silva confirmed his readiness to restart relations between Brazil and Russia as soon as possible and to increase cooperation in various fields. 👉 Subscribe to ZN.UA",0.044,0.876,0.08,0.5261,n/a,n/a
141,"06:46 PM, 01 Jan 2023","🐶The border guards rescued the four-legged animals from the war and brought them with them on rotation 🐾The first photo is Gaika, a sheepdog given to border guard Ivan for his birthday in Slavyansk. During the long winter nights she was his salvation from the cold, and her wet nose from melancholy and bad moods. During one of the bombardments Fluffy was wounded and was treated along with the soldiers. Now Gaika is healthy and safe together with her owner.",0.112,0.796,0.092,-0.4404,n/a,n/a
142,"06:47 PM, 01 Jan 2023","We are now finding fragments of missiles manufactured in late 2022. So they are manufactured and immediately provided to the troops for strikes,"" Skibitsky So if the Russians have two missiles left to fire, that doesn't mean they can't make up for it, albeit at a low rate. Insider UA | Subscribe",0.086,0.914,0.0,-0.5423,n/a,n/a
143,"06:50 PM, 01 Jan 2023",The threat of a Shahid UAV attack on the country in the near future Be alert to air raid alerts send news to @novosti_kieva_bot 👉SUBSCRIBE,0.219,0.707,0.074,-0.6486,n/a,n/a
144,"06:50 PM, 01 Jan 2023","Retirement age in Ukraine will be individual: how to know when to retire In Ukraine, the requirements for retirement at the age of 60 will increase for another five years. As a result, in 2028, only those Ukrainians who have at least 35 years of experience will be able to receive payments on time. Every working person can already calculate their retirement age: ▪️To do this, as noted in the Pension Fund, you need to check your insurance record in the Pension Portal. Then calculate how much more experience you can earn before the age of 60. If you have enough experience, you can count on a pension. The Pension Fund also told how to check the seniority: In your personal account on the left, select the section ""My insurance record"", where you can view information about your insurance record and paid contributions. For retirement at the age of 60: ▫️ in 2023 - from 30 years; in 2024 - from the age of 31; in 2025 - from the age of 32; 2026 - from the age of 33; 2027 - from the age of 34; ▫️ in 2028 - from 35 years old. If you have not met this requirement, there is a chance to retire at the age of 63. To do this, you need to earn at least (depending on when you turn 63) by your 63rd birthday: ▫️in 2022 - from 19 to 29 years; 2023 - from 20 to 30 years; In 2024 - from 21 to 31 years old; In 2025 - from 22 to 32 years old; In 2026 - from 23 to 33 years old; ▫️in 2027 - from 24 to 34 years old. And starting next year, you must have at least 30 years of experience. Those who do not have enough experience will have to work until the age of 63 (if they have 23 years of experience) and 65 (if they have 15 to 23 years of experience). The second news is that there will be no traditional increase of the minimum pension by the inflation rate this year. send news @novosti_kieva_bot 👉SUBSCRIBE",0.006,0.974,0.019,0.5267,n/a,n/a
145,"06:52 PM, 01 Jan 2023",Vladimir Zelenski congratulated the Swedish parliament on the beginning of the Swedish presidency of the EU Council The head of state wrote this on Twitter. 🇺🇦 Ukraine Now,0.0,1.0,0.0,0.0,n/a,n/a
146,"06:52 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
147,"06:53 PM, 01 Jan 2023","The words of the song ""warriors of light, warriors of good"" sparkled with new colors. When a ray of light overcomes the darkness to defeat Zlo... Photos of the Shahid hunters. @informnapalm",0.139,0.78,0.081,-0.2732,n/a,n/a
148,"06:53 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
149,"06:53 PM, 01 Jan 2023","The new year 2023 will be harder for the global economy than the previous one, IMF Managing Director Kristalina Georgieva said in an interview with CBS. ""Next year, half of the EU will be in recession. Because the growth rates of the three largest economies - the US, the EU and China - are slowing down simultaneously,"" Georgieva explains. At the same time, according to her, this will not lead to any large-scale shocks, because ""governments are functioning well in incredibly difficult conditions"". ""In fact, the world turned out to be more resilient than we thought a year ago. We are watching the reaction to the energy turmoil in Europe, and Europe is moving decisively towards independence from Russia,"" the IMF head added. 👉 Subscribe to ZN.UA",0.08,0.869,0.051,-0.5984,n/a,n/a
150,"06:54 PM, 01 Jan 2023","🇬🇧 🇺🇦 The Royal Air Force's New Year's video recalls some of the significant events in which the RAF took part in 2022, including the training of Ukrainian recruits. https://t.me/operativnoZSU",0.0,0.942,0.058,0.2023,n/a,n/a
151,"06:54 PM, 01 Jan 2023","Forwarded from SOCIAL NEWS NATO Secretary General Stoltenberg urged Western countries to be ready for long-term support of Ukraine in the war, as Russia is not going to stop and may even prepare for a new offensive.",0.153,0.689,0.158,-0.2052,n/a,n/a
152,"06:57 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
153,"07:01 PM, 01 Jan 2023",Christmas tree near Azovmash's gatehouses 🙃,0.0,1.0,0.0,0.0,n/a,n/a
154,"07:01 PM, 01 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
155,"07:02 PM, 01 Jan 2023","""The only way to kill everything Moscow is to declare a monarchy here"" - Arestovych He cites Spain as an example, which at one time also ""returned"" the monarchy. 🇺🇦Real War",0.242,0.758,0.0,-0.8625,n/a,n/a
